Date,PX_LAST
8/23/05,1066.092
8/24/05,1035.445
8/25/05,1061.847
8/26/05,1048.874
8/29/05,994.77
8/30/05,1039.82
8/31/05,1050.09
9/1/05,1039.23
9/5/05,1035.891
9/6/05,1051.594
9/7/05,1059.38
9/8/05,1080.45
9/9/05,1098.456
9/12/05,1105.657
9/13/05,1085.744
9/14/05,1058.627
9/15/05,1050.906
9/16/05,1056.726
9/19/05,1066.591
9/20/05,1055.591
9/21/05,1044.056
9/22/05,1016.758
9/23/05,1012.851
9/26/05,1034.585
9/27/05,1037.634
9/28/05,1027.888
9/29/05,1048.302
9/30/05,1079.275
10/3/05,1083.414
10/4/05,1101.166
10/5/05,1104.055
10/6/05,1096.376
10/7/05,1094.652
10/10/05,1102.78
10/11/05,1105.629
10/12/05,1102.98
10/13/05,1090.535
10/14/05,1096.704
10/17/05,1090.091
10/18/05,1095.873
10/19/05,1075.912
10/20/05,1075.401
10/21/05,1075.962
10/24/05,1073.082
10/25/05,1062.172
10/26/05,1062.175
10/27/05,1063.697
10/28/05,1058.256
10/31/05,1066.224
11/1/05,1064.953
11/9/05,1052.821
11/10/05,1043.697
11/11/05,1028.984
11/14/05,1017.733
11/15/05,1022.076
11/16/05,1025.829
11/17/05,1033.281
11/18/05,1054.985
11/21/05,1062.457
11/22/05,1066.294
11/23/05,1061.08
11/24/05,1078.179
11/25/05,1074.4
11/28/05,1081.06
11/29/05,1082.278
11/30/05,1096.641
12/1/05,1096.371
12/2/05,1119.417
12/5/05,1120.578
12/6/05,1123.435
12/7/05,1151.365
12/8/05,1158.319
12/9/05,1160.068
12/12/05,1175.007
12/13/05,1182.028
12/14/05,1173.718
12/15/05,1155.964
12/16/05,1143.426
12/19/05,1162.328
12/20/05,1163.034
12/21/05,1160.559
12/22/05,1164.017
12/23/05,1158.338
12/27/05,1161.707
12/28/05,1164.143
12/29/05,1162.635
1/2/06,1171.709
1/3/06,1184.69
1/4/06,1211.699
1/5/06,1211
1/6/06,1222.249
1/9/06,1245.054
1/11/06,1261.283
1/12/06,1256.253
1/13/06,1250.428
1/16/06,1235.256
1/17/06,1212.87
1/18/06,1193.196
1/19/06,1230.059
1/20/06,1222.888
1/23/06,1200.127
1/24/06,1207.22
1/25/06,1230.117
1/26/06,1226.653
1/27/06,1229.709
1/30/06,1232.321
2/1/06,1240.695
2/2/06,1243.393
2/3/06,1244.126
2/6/06,1245.649
2/7/06,1259.362
2/8/06,1238.17
2/9/06,1246.64
2/10/06,1253.105
2/13/06,1252.404
2/14/06,1230.378
2/15/06,1236.943
2/16/06,1237.874
2/17/06,1243.475
2/20/06,1247.414
2/21/06,1236.089
2/22/06,1231.25
2/23/06,1224.164
2/24/06,1216.14
2/27/06,1235.423
2/28/06,1230.664
3/1/06,1239.27
3/2/06,1249.678
3/3/06,1261.265
3/6/06,1262.69
3/7/06,1246.251
3/8/06,1233.596
3/9/06,1239.577
3/10/06,1247.422
3/13/06,1243.661
3/14/06,1245.379
3/15/06,1244.441
3/16/06,1273.797
3/17/06,1305.178
3/20/06,1330.113
3/21/06,1327.142
3/22/06,1302.328
3/23/06,1305.623
3/24/06,1311.374
3/27/06,1311.95
3/28/06,1325.219
3/29/06,1322.974
4/3/06,1329.313
4/4/06,1326.448
4/5/06,1344.6
4/6/06,1355.013
4/7/06,1363.298
4/11/06,1360.127
4/12/06,1372.394
4/13/06,1382.122
4/17/06,1386.785
4/18/06,1417.375
4/19/06,1453.227
4/20/06,1464.528
4/21/06,1459.288
4/24/06,1442.865
4/25/06,1458.784
4/26/06,1481.719
4/27/06,1474.609
4/28/06,1464.406
5/1/06,1476.455
5/2/06,1475.893
5/3/06,1499.071
5/4/06,1484.332
5/5/06,1483.061
5/8/06,1507.926
5/9/06,1532.624
5/10/06,1539.401
5/11/06,1553.062
5/12/06,1525.78
5/15/06,1429.542
5/16/06,1427.814
5/17/06,1462.158
5/18/06,1400.847
5/19/06,1392.99
5/22/06,1309.045
5/23/06,1326.26
5/24/06,1323.147
5/29/06,1333.884
5/30/06,1366.17
5/31/06,1329.996
6/1/06,1321.56
6/2/06,1347.686
6/5/06,1349.038
6/6/06,1316.945
6/7/06,1287.178
6/8/06,1241.326
6/9/06,1274.753
6/12/06,1273.11
6/13/06,1236.568
6/14/06,1234.198
6/15/06,1241.65
6/16/06,1309.525
6/19/06,1295.051
6/20/06,1294.97
6/21/06,1293.287
6/22/06,1303.45
6/23/06,1290.164
6/26/06,1283.853
6/27/06,1285.627
6/28/06,1272.053
6/29/06,1274.744
6/30/06,1310.263
7/3/06,1327.755
7/4/06,1337.868
7/5/06,1338.323
7/6/06,1340.021
7/7/06,1347.905
7/10/06,1339.83
7/11/06,1343.945
7/12/06,1345.867
7/13/06,1334.029
7/14/06,1303.585
7/17/06,1283.949
7/18/06,1286.05
7/19/06,1280.496
7/20/06,1315.59
7/21/06,1314.577
7/24/06,1303.15
7/25/06,1307.775
7/26/06,1312.83
7/27/06,1330.592
7/28/06,1337.41
7/31/06,1351.649
8/1/06,1371.693
8/2/06,1394.364
8/3/06,1379.715
8/4/06,1389.353
8/7/06,1403.49
8/8/06,1396.083
8/9/06,1413.1
8/10/06,1384.856
8/11/06,1402.191
8/14/06,1415.224
8/15/06,1424.239
8/16/06,1437.768
8/22/06,1435.029
8/23/06,1438.631
8/24/06,1429.484
8/25/06,1416.93
8/28/06,1418.004
8/29/06,1432.931
8/30/06,1425.225
8/31/06,1431.262
9/1/06,1444.49
9/4/06,1469.559
9/5/06,1468.238
9/6/06,1472.563
9/7/06,1470.466
9/8/06,1466.576
9/11/06,1447.254
9/12/06,1435.207
9/13/06,1451.08
9/14/06,1461.292
9/15/06,1465.701
9/18/06,1474.258
9/19/06,1485.349
9/20/06,1479.307
9/21/06,1507.365
9/22/06,1510.825
9/25/06,1506.756
9/26/06,1500.105
9/27/06,1523.059
9/28/06,1533.8
9/29/06,1534.615
10/2/06,1528.907
10/3/06,1537.71
10/4/06,1537.085
10/5/06,1544.978
10/6/06,1549.629
10/9/06,1543.424
10/10/06,1554.917
10/11/06,1553.119
10/12/06,1549.535
10/13/06,1572.198
10/16/06,1561.786
10/17/06,1566.824
10/18/06,1564.549
10/19/06,1568.595
10/20/06,1572.846
10/30/06,1580.189
10/31/06,1582.626
11/1/06,1589.868
11/2/06,1607.696
11/3/06,1612.923
11/6/06,1640.848
11/7/06,1654.152
11/8/06,1646.066
11/9/06,1660.264
11/10/06,1664.837
11/13/06,1639.27
11/14/06,1672.071
11/15/06,1670.11
11/16/06,1668.824
11/17/06,1672.108
11/20/06,1684.006
11/21/06,1681.34
11/22/06,1705.441
11/23/06,1704.13
11/24/06,1717.73
11/27/06,1728.933
11/28/06,1691.084
11/29/06,1713.397
11/30/06,1718.961
12/1/06,1734.75
12/4/06,1731.235
12/5/06,1776.758
12/6/06,1784.428
12/7/06,1782.116
12/8/06,1775.285
12/11/06,1759.673
12/12/06,1754.578
12/13/06,1753.798
12/14/06,1767.802
12/15/06,1792.164
12/18/06,1787.62
12/19/06,1736.67
12/20/06,1766.799
12/21/06,1789.086
12/22/06,1785.76
12/26/06,1783.979
12/27/06,1803.264
12/28/06,1805.523
1/2/07,1836.52
1/3/07,1834.709
1/4/07,1824.103
1/5/07,1832.55
1/8/07,1813.394
1/9/07,1780.881
1/10/07,1710.367
1/11/07,1703.844
1/12/07,1678.044
1/15/07,1730.475
1/16/07,1754.294
1/17/07,1758.483
1/18/07,1777.708
1/19/07,1795.559
1/22/07,1817.409
1/23/07,1808.575
1/24/07,1805.692
1/25/07,1773.956
1/26/07,1759.206
1/29/07,1764.995
1/30/07,1765.522
1/31/07,1757.258
2/1/07,1771.326
2/2/07,1780.381
2/5/07,1768.539
2/6/07,1761.293
2/7/07,1764.909
2/8/07,1751.319
2/9/07,1740.317
2/12/07,1734.462
2/13/07,1727.36
2/14/07,1750.986
2/15/07,1790.405
2/16/07,1794.363
2/19/07,1799.293
2/20/07,1806.482
2/21/07,1816.566
2/22/07,1808.441
2/23/07,1791.553
2/26/07,1783.951
2/27/07,1764.008
2/28/07,1740.971
3/1/07,1759.49
3/2/07,1760.019
3/5/07,1698.82
3/6/07,1732.438
3/7/07,1743.189
3/8/07,1771.558
3/9/07,1764.582
3/12/07,1794.522
3/13/07,1797.402
3/14/07,1762.284
3/15/07,1776.361
3/16/07,1777.89
3/20/07,1775.423
3/21/07,1779.237
3/22/07,1809.066
3/23/07,1805.961
3/26/07,1813.718
3/27/07,1819.66
3/28/07,1800.392
3/29/07,1817.719
3/30/07,1830.924
4/2/07,1849.384
4/3/07,1894.576
4/4/07,1922.051
4/5/07,1895.611
4/9/07,1913.735
4/10/07,1925.471
4/11/07,1931.044
4/12/07,1930.397
4/13/07,1941.152
4/16/07,1963.822
4/17/07,1965.438
4/18/07,1959.677
4/19/07,1918.353
4/20/07,1968.731
4/23/07,1986.727
4/24/07,1981.57
4/25/07,1986.671
4/26/07,2016.033
4/27/07,2019.676
4/30/07,1999.167
5/1/07,2001.178
5/2/07,2008.559
5/3/07,2025.644
5/4/07,2033.368
5/7/07,2037.041
5/8/07,2022.79
5/9/07,2037.978
5/10/07,2047.031
5/11/07,2022.297
5/14/07,2044.211
5/15/07,2037.783
5/16/07,2063.763
5/21/07,2071.272
5/22/07,2078.754
5/23/07,2104.246
5/24/07,2078.605
5/25/07,2060.434
5/28/07,2076.758
5/29/07,2058.736
5/30/07,2055.396
5/31/07,2084.324
6/4/07,2111.752
6/5/07,2093.11
6/6/07,2102.444
6/7/07,2093.811
6/8/07,2054.45
6/11/07,2084.029
6/12/07,2108.58
6/13/07,2088.601
6/14/07,2108.412
6/15/07,2120.64
6/18/07,2126.493
6/19/07,2142.186
6/20/07,2161.074
6/21/07,2152.34
6/22/07,2152.321
6/25/07,2152.203
6/26/07,2153.542
6/27/07,2125.338
6/28/07,2112.851
6/29/07,2139.278
7/2/07,2167.82
7/3/07,2189.119
7/4/07,2196.105
7/5/07,2220.931
7/6/07,2227.051
7/9/07,2271.344
7/10/07,2282.379
7/11/07,2273.417
7/12/07,2284.916
7/13/07,2301.601
7/16/07,2286.218
7/17/07,2301.342
7/18/07,2294.591
7/19/07,2333.683
7/20/07,2366.396
7/23/07,2380.21
7/24/07,2401.144
7/25/07,2394.565
7/26/07,2365.263
7/27/07,2298.414
7/30/07,2301.552
7/31/07,2348.673
8/1/07,2256.308
8/2/07,2270.854
8/3/07,2269.791
8/6/07,2189.107
8/7/07,2174.071
8/8/07,2262.636
8/9/07,2241.402
8/10/07,2207.396
8/13/07,2211.455
8/14/07,2168.638
8/15/07,2029.083
8/16/07,1908.635
8/20/07,2041.584
8/21/07,1993.007
8/22/07,2062.991
8/23/07,2117.66
8/24/07,2143.109
8/27/07,2175.353
8/28/07,2159.609
8/29/07,2134.883
8/30/07,2150.715
8/31/07,2194.339
9/3/07,2213.574
9/4/07,2215.117
9/5/07,2214.622
9/6/07,2220.777
9/7/07,2239.901
9/10/07,2209.642
9/11/07,2211.413
9/12/07,2209.931
9/13/07,2222.746
9/14/07,2225.607
9/17/07,2223.221
9/18/07,2239.862
9/19/07,2313.339
9/20/07,2304.631
9/21/07,2335.487
9/24/07,2353.63
9/25/07,2330.363
9/26/07,2361.013
9/27/07,2378.83
9/28/07,2359.206
10/1/07,2399.456
10/2/07,2464.943
10/3/07,2451.586
10/4/07,2473.155
10/5/07,2500.581
10/8/07,2523.701
10/9/07,2546.608
10/10/07,2591.483
10/11/07,2638.213
10/17/07,2641.59
10/18/07,2616.74
10/19/07,2563.752
10/22/07,2453.211
10/23/07,2553.799
10/24/07,2524.981
10/25/07,2596.663
10/26/07,2624.432
10/29/07,2667.532
10/30/07,2662.922
10/31/07,2643.487
11/1/07,2704.657
11/2/07,2710.617
11/5/07,2652.478
11/6/07,2681.902
11/7/07,2713.978
11/8/07,2678.224
11/9/07,2707.667
11/12/07,2671.902
11/13/07,2654.208
11/14/07,2691.871
11/15/07,2705.82
11/16/07,2668.704
11/19/07,2646.813
11/20/07,2624.862
11/21/07,2563.621
11/22/07,2569.514
11/23/07,2584.347
11/26/07,2648.044
11/27/07,2627.954
11/28/07,2671.895
11/29/07,2699.817
11/30/07,2688.332
12/3/07,2726.925
12/4/07,2752.943
12/5/07,2768.058
12/6/07,2795.399
12/7/07,2778.947
12/10/07,2790.265
12/11/07,2810.962
12/12/07,2795.839
12/13/07,2755.729
12/14/07,2740.061
12/17/07,2664.918
12/18/07,2646.228
12/19/07,2657.977
12/26/07,2714.548
12/27/07,2739.704
12/28/07,2745.826
1/2/08,2731.507
1/3/08,2715.065
1/4/08,2765.19
1/7/08,2776.41
1/8/08,2785.625
1/9/08,2830.263
1/14/08,2810.372
1/15/08,2730.031
1/16/08,2592.311
1/17/08,2649.279
1/18/08,2611.132
1/21/08,2485.879
1/22/08,2294.524
1/23/08,2476.278
1/24/08,2516.701
1/25/08,2620.493
1/28/08,2582.049
1/29/08,2607.843
1/30/08,2610.359
1/31/08,2627.251
2/1/08,2646.821
2/4/08,2701.629
2/5/08,2704.247
2/6/08,2639.087
2/11/08,2589.382
2/12/08,2592.07
2/13/08,2610.781
2/14/08,2675.645
2/15/08,2688.191
2/18/08,2684.702
2/19/08,2711.872
2/20/08,2689.256
2/21/08,2734.21
2/22/08,2741.181
2/25/08,2751.862
2/26/08,2738.872
2/27/08,2740.138
2/28/08,2756.314
2/29/08,2721.944
3/3/08,2652.312
3/4/08,2634.752
3/5/08,2639.652
3/6/08,2656.456
3/10/08,2527.867
3/11/08,2523.534
3/12/08,2556.242
3/13/08,2440.592
3/14/08,2383.42
3/17/08,2312.321
3/18/08,2339.795
3/19/08,2323.566
3/24/08,2339.294
3/25/08,2419.616
3/26/08,2440.64
3/27/08,2451.35
3/28/08,2477.586
3/31/08,2447.299
4/1/08,2393.249
4/2/08,2342.189
4/3/08,2237.971
4/4/08,2277.085
4/7/08,2286.797
4/8/08,2249.77
4/9/08,2180.089
4/10/08,2235.934
4/11/08,2303.929
4/14/08,2272.476
4/15/08,2294.257
4/16/08,2337.923
4/17/08,2341.78
4/18/08,2349.269
4/21/08,2335.889
4/22/08,2289.096
4/23/08,2314.302
4/24/08,2269.98
4/25/08,2240.578
4/28/08,2254.308
4/29/08,2303.526
4/30/08,2304.516
5/2/08,2342.76
5/5/08,2387.986
5/6/08,2371.827
5/7/08,2382.699
5/8/08,2376.933
5/9/08,2375.027
5/12/08,2378.003
5/13/08,2418.9
5/14/08,2449.338
5/15/08,2449.811
5/16/08,2468.84
5/19/08,2510.96
5/21/08,2494.709
5/22/08,2503.952
5/23/08,2465.955
5/26/08,2419.727
5/27/08,2396.999
5/28/08,2433.769
5/29/08,2446.954
5/30/08,2444.349
6/2/08,2427.768
6/3/08,2403.814
6/4/08,2362.588
6/5/08,2399.677
6/6/08,2402.236
6/9/08,2410.077
6/10/08,2373.817
6/11/08,2374.785
6/12/08,2409.008
6/13/08,2398.417
6/16/08,2398.041
6/17/08,2377.976
6/18/08,2364.58
6/19/08,2373.062
6/20/08,2371.776
6/23/08,2362.744
6/24/08,2365.378
6/25/08,2341.362
6/26/08,2350.892
6/27/08,2332.115
6/30/08,2349.105
7/1/08,2378.808
7/2/08,2378.474
7/3/08,2286.611
7/4/08,2314.751
7/7/08,2303.818
7/8/08,2278.973
7/9/08,2286.026
7/10/08,2276.231
7/11/08,2276.853
7/14/08,2259.54
7/15/08,2214.852
7/16/08,2218.125
7/17/08,2167.713
7/18/08,2141.135
7/21/08,2195.067
7/22/08,2212.754
7/23/08,2225.844
7/24/08,2257.054
7/25/08,2245.344
7/28/08,2275.676
7/29/08,2278.684
7/31/08,2304.508
8/1/08,2248.75
8/4/08,2227.675
8/5/08,2185.619
8/6/08,2187.204
8/7/08,2199.011
8/8/08,2195.926
8/11/08,2133.92
8/12/08,2057.579
8/13/08,2063.521
8/14/08,2106.642
8/15/08,2085.148
8/19/08,2042.498
8/20/08,2069.698
8/21/08,2088.251
8/22/08,2120.491
8/25/08,2127.224
8/26/08,2107.548
8/27/08,2131.063
8/28/08,2144.848
8/29/08,2165.943
9/1/08,2164.62
9/2/08,2159.052
9/3/08,2116
9/4/08,2075.234
9/5/08,2022.564
9/8/08,2037.998
9/9/08,1958.752
9/10/08,1885.043
9/11/08,1870.133
9/12/08,1804.062
9/15/08,1719.254
9/16/08,1735.636
9/17/08,1769.894
9/18/08,1787.673
9/19/08,1891.732
9/22/08,1897.342
9/23/08,1873.1
9/24/08,1883.551
9/25/08,1870.061
9/26/08,1846.091
9/29/08,1832.507
10/6/08,1648.739
10/7/08,1619.721
10/8/08,1451.669
10/13/08,1461.873
10/14/08,1555.967
10/15/08,1520.407
10/16/08,1463.251
10/17/08,1399.424
10/20/08,1426.938
10/21/08,1440.149
10/22/08,1379.743
10/23/08,1337.204
10/24/08,1244.864
10/27/08,1166.409
10/28/08,1111.39
10/29/08,1113.624
10/30/08,1173.863
10/31/08,1256.704
11/3/08,1352.716
11/4/08,1369.785
11/5/08,1366.275
11/6/08,1307.897
11/7/08,1338.36
11/10/08,1340.681
11/11/08,1336.557
11/12/08,1326.621
11/13/08,1259.713
11/14/08,1264.377
11/17/08,1236.933
11/18/08,1189.862
11/19/08,1180.357
11/20/08,1154.97
11/21/08,1146.276
11/24/08,1141.401
11/25/08,1154.141
11/26/08,1193.151
11/27/08,1202.074
11/28/08,1241.541
12/1/08,1223.125
12/2/08,1191.358
12/3/08,1192.526
12/4/08,1205.324
12/5/08,1202.342
12/9/08,1266.116
12/10/08,1315.895
12/11/08,1316.694
12/12/08,1262.968
12/15/08,1359.278
12/16/08,1342.836
12/17/08,1363.984
12/18/08,1351.764
12/19/08,1348.285
12/22/08,1345.308
12/23/08,1343.716
12/24/08,1336.614
12/26/08,1340.892
12/30/08,1355.408
1/5/09,1437.338
1/6/09,1435.537
1/7/09,1421.47
1/8/09,1402.661
1/9/09,1416.67
1/12/09,1406.553
1/13/09,1399.733
1/14/09,1386.906
1/15/09,1343.494
1/16/09,1363.876
1/19/09,1350.687
1/20/09,1344.151
1/21/09,1321.453
1/22/09,1327.323
1/23/09,1315.585
1/27/09,1336.631
1/28/09,1321.451
1/29/09,1324.65
1/30/09,1332.667
2/2/09,1310.643
2/3/09,1304.331
2/4/09,1320.363
2/5/09,1328.075
2/6/09,1350.641
2/9/09,1342.226
2/10/09,1332.129
2/11/09,1324.824
2/12/09,1325.421
2/13/09,1338.742
2/16/09,1342.002
2/17/09,1318.04
2/18/09,1330.61
2/19/09,1323.696
2/20/09,1296.942
2/23/09,1312.439
2/24/09,1295.869
2/25/09,1300.108
2/26/09,1290.321
2/27/09,1285.476
3/2/09,1256.109
3/3/09,1264.816
3/4/09,1289.38
3/5/09,1288.074
3/6/09,1286.693
3/10/09,1300.215
3/11/09,1314.519
3/12/09,1310.414
3/13/09,1327.437
3/16/09,1324.847
3/17/09,1312.092
3/18/09,1322.837
3/19/09,1341.603
3/20/09,1360.889
3/23/09,1406.647
3/24/09,1436.116
3/25/09,1419.973
3/27/09,1462.745
3/30/09,1419.092
3/31/09,1434.074
4/1/09,1461.748
4/2/09,1499.733
4/3/09,1500.361
4/6/09,1516.641
4/7/09,1490.857
4/8/09,1465.75
4/13/09,1540.403
4/14/09,1570.261
4/15/09,1593.663
4/16/09,1625.087
4/17/09,1634.79
4/20/09,1661.845
4/21/09,1628.849
4/22/09,1615.232
4/23/09,1592.7
4/24/09,1591.336
4/27/09,1576.081
4/28/09,1595.915
4/29/09,1644.185
4/30/09,1722.766
5/1/09,1729.582
5/4/09,1788.147
5/5/09,1772.07
5/6/09,1798.336
5/7/09,1828.852
5/8/09,1862.532
5/11/09,1830.741
5/12/09,1842.022
5/13/09,1851.332
5/14/09,1785.003
5/15/09,1750.914
5/18/09,1803.568
5/19/09,1886.016
5/20/09,1885.722
5/22/09,1881.709
5/25/09,1890.971
5/26/09,1857.586
5/27/09,1892.843
5/28/09,1902.876
5/29/09,1916.831
6/1/09,1998.58
6/2/09,1998.643
6/3/09,2010.914
6/4/09,2032.716
6/5/09,2078.931
6/8/09,2056.647
6/9/09,2093.294
6/10/09,2108.814
6/11/09,2089.585
6/12/09,2090.943
6/15/09,2069.875
6/16/09,2030.366
6/17/09,2024.965
6/18/09,1950.987
6/19/09,1990.472
6/22/09,1975.027
6/23/09,1914.385
6/24/09,1995.674
6/25/09,2044.171
6/26/09,2040.193
6/29/09,2033.716
6/30/09,2026.78
7/1/09,2059.884
7/2/09,2065.753
7/3/09,2075.302
7/6/09,2035.01
7/7/09,2083.247
7/9/09,2083.974
7/10/09,2063.094
7/13/09,2020.139
7/14/09,2056.579
7/15/09,2123.278
7/16/09,2117.95
7/17/09,2106.353
7/21/09,2146.554
7/22/09,2125.615
7/23/09,2160.717
7/24/09,2185.654
7/27/09,2209.101
7/28/09,2237.105
7/29/09,2225.812
7/30/09,2298.135
7/31/09,2323.236
8/3/09,2338.797
8/4/09,2360.094
8/5/09,2317.063
8/6/09,2359.977
8/7/09,2349.133
8/10/09,2389.562
8/11/09,2399.276
8/12/09,2347.358
8/13/09,2396.49
8/14/09,2386.865
8/18/09,2336.987
8/19/09,2277.752
8/20/09,2328.639
8/21/09,2333.897
8/24/09,2375.874
8/25/09,2380.521
8/26/09,2380.087
8/27/09,2356.064
8/28/09,2377.247
8/31/09,2341.537
9/1/09,2326.914
9/2/09,2285.925
9/3/09,2322.246
9/4/09,2322.736
9/7/09,2340.392
9/8/09,2371.302
9/9/09,2383.338
9/10/09,2411.863
9/11/09,2415.946
9/14/09,2382.702
9/15/09,2420.109
9/16/09,2439.357
9/17/09,2456.986
9/24/09,2468.902
9/25/09,2444.584
9/28/09,2397.828
9/29/09,2443.831
9/30/09,2467.591
10/1/09,2477.971
10/2/09,2479.848
10/5/09,2480.413
10/6/09,2528.146
10/7/09,2513.406
10/8/09,2484.518
10/9/09,2474.401
10/12/09,2456.689
10/13/09,2471.992
10/14/09,2511.721
10/15/09,2515.383
10/16/09,2515.806
10/19/09,2520.924
10/20/09,2502.216
10/21/09,2476.797
10/22/09,2433.184
10/23/09,2467.948
10/26/09,2467.714
10/27/09,2425.201
10/28/09,2355.314
10/29/09,2344.033
10/30/09,2367.701
11/2/09,2371.642
11/3/09,2334.106
11/4/09,2371.856
11/5/09,2367.214
11/6/09,2395.106
11/9/09,2406.434
11/10/09,2381.955
11/11/09,2403.879
11/12/09,2420.281
11/13/09,2426.801
11/16/09,2468.675
11/17/09,2473.789
11/18/09,2484.229
11/19/09,2468.788
11/20/09,2487.365
11/23/09,2481.416
11/24/09,2471.884
11/25/09,2461.528
11/26/09,2393.519
11/30/09,2415.837
12/1/09,2452.501
12/2/09,2471.564
12/3/09,2500.037
12/4/09,2511.545
12/7/09,2483.758
12/8/09,2483.892
12/9/09,2481.297
12/10/09,2486.437
12/11/09,2519.099
12/14/09,2506.386
12/15/09,2494.737
12/16/09,2522.545
12/17/09,2509.576
12/21/09,2431.389
12/22/09,2467.637
12/23/09,2474.883
12/28/09,2509.692
12/29/09,2518.994
12/30/09,2534.356
1/4/10,2575.413
1/5/10,2605.277
1/6/10,2603.297
1/7/10,2586.895
1/8/10,2614.37
1/11/10,2632.204
1/12/10,2659.551
1/13/10,2632.872
1/14/10,2645.181
1/15/10,2647.09
1/18/10,2642.548
1/19/10,2666.071
1/20/10,2667.266
1/21/10,2638.382
1/22/10,2610.34
1/25/10,2597.86
1/26/10,2578.415
1/27/10,2564.554
1/28/10,2619.565
1/29/10,2610.796
2/1/10,2587.549
2/2/10,2580.251
2/3/10,2604.549
2/4/10,2593.22
2/5/10,2518.976
2/8/10,2475.572
2/9/10,2489.485
2/10/10,2483.438
2/11/10,2507.751
2/12/10,2534.137
2/15/10,2517.456
2/16/10,2558.505
2/17/10,2581.34
2/18/10,2560.034
2/19/10,2554.376
2/22/10,2564.263
2/23/10,2583.651
2/24/10,2579.416
2/25/10,2549.033
3/1/10,2554.674
3/2/10,2576.591
3/3/10,2567.089
3/4/10,2565.645
3/5/10,2578.772
3/8/10,2626.451
3/9/10,2657.167
3/10/10,2670.219
3/11/10,2676.522
3/12/10,2666.511
3/15/10,2669.608
3/17/10,2756.262
3/18/10,2737.242
3/19/10,2742.974
3/22/10,2702.401
3/23/10,2720.862
3/24/10,2774.85
3/25/10,2799.149
3/26/10,2813.082
3/29/10,2794.771
3/30/10,2798.268
3/31/10,2777.301
4/1/10,2829.996
4/5/10,2887.246
4/6/10,2880.969
4/7/10,2898.582
4/8/10,2850.834
4/9/10,2845.011
4/12/10,2881.333
4/13/10,2884.7
4/14/10,2885.015
4/15/10,2900.53
4/16/10,2878.671
4/19/10,2840.425
4/20/10,2891.27
4/21/10,2912.826
4/22/10,2926.532
4/23/10,2924.731
4/26/10,2944.709
4/27/10,2939.299
4/28/10,2903.319
4/29/10,2926.86
4/30/10,2971.252
5/3/10,2960.895
5/4/10,2959.015
5/5/10,2846.239
5/6/10,2810.616
5/7/10,2739.333
5/10/10,2850.427
5/11/10,2812.891
5/12/10,2847.622
5/14/10,2858.385
5/17/10,2819.47
5/18/10,2834.186
5/19/10,2729.484
5/20/10,2694.249
5/21/10,2623.221
5/24/10,2609.61
5/25/10,2514.119
5/26/10,2696.78
5/27/10,2713.923
5/31/10,2796.957
6/1/10,2724.615
6/2/10,2733.678
6/3/10,2810.977
6/4/10,2823.251
6/7/10,2750.233
6/8/10,2779.983
6/9/10,2785.793
6/10/10,2770.787
6/11/10,2801.899
6/14/10,2826.837
6/15/10,2830.173
6/16/10,2858.659
6/17/10,2891.098
6/18/10,2929.589
6/21/10,2941.903
6/22/10,2934.589
6/23/10,2924.79
6/24/10,2914.095
6/25/10,2947.023
6/28/10,2955.732
6/29/10,2893.371
6/30/10,2913.684
7/1/10,2874.248
7/2/10,2871.554
7/5/10,2877.304
7/6/10,2910.648
7/7/10,2902.044
7/8/10,2915.908
7/9/10,2943.896
7/12/10,2958.791
7/13/10,2961.512
7/14/10,2981.059
7/15/10,2980.597
7/16/10,2992.45
7/19/10,2975.572
7/20/10,2995.441
7/21/10,3013.401
7/22/10,3009.923
7/23/10,3042.02
7/26/10,3023.699
7/27/10,3041.678
7/28/10,3057.475
7/29/10,3096.816
7/30/10,3069.28
8/2/10,3058.979
8/3/10,2973.656
8/4/10,2983.247
8/5/10,3044.941
8/6/10,3060.593
8/9/10,3082.598
8/10/10,3057.161
8/11/10,3035.318
8/12/10,3025.644
8/13/10,3053.01
8/16/10,3052.599
8/18/10,3072.087
8/19/10,3105.35
8/20/10,3117.72
8/23/10,3128.734
8/24/10,3114.939
8/25/10,3138.91
8/26/10,3145.135
8/27/10,3104.733
8/30/10,3099.565
8/31/10,3081.884
9/1/10,3135.316
9/2/10,3122.149
9/3/10,3164.277
9/6/10,3217.148
9/7/10,3230.888
9/15/10,3357.032
9/16/10,3341.632
9/17/10,3384.653
9/20/10,3370.982
9/21/10,3365.037
9/22/10,3343.343
9/23/10,3337.197
9/24/10,3397.626
9/27/10,3468.036
9/28/10,3472.707
9/29/10,3495.464
9/30/10,3501.296
10/1/10,3547.115
10/4/10,3569.498
10/5/10,3591.695
10/6/10,3603.404
10/7/10,3586.186
10/8/10,3546.954
10/11/10,3548.746
10/12/10,3547.248
10/13/10,3611.979
10/14/10,3618.478
10/15/10,3597.031
10/18/10,3566.918
10/19/10,3592.788
10/20/10,3578.954
10/21/10,3588.01
10/22/10,3597.745
10/25/10,3643.491
10/26/10,3654.102
10/27/10,3624.467
10/28/10,3638.826
10/29/10,3635.324
11/1/10,3645.147
11/2/10,3625.488
11/3/10,3605.673
11/4/10,3629.046
11/5/10,3655.305
11/8/10,3699.263
11/9/10,3737.484
11/10/10,3756.967
11/11/10,3744.618
11/12/10,3665.846
11/15/10,3656.462
11/16/10,3674.027
11/18/10,3677.904
